,content,date,like,place,tags
0,떠날때만큼은 세상 편하게레깅스에 ecco 플랫슈즈 아주 쵝오👍--#마법앰플 #에피그란저 같은 경우 르뮤미스트-에피그란-팜스앰플-살브크림 이 순서대로 매일 매일 사용 해 주는데확실히 에피그란을 발라준 후 다음 화장품을 흡수시켜주면 정말 흡수력이 높아져서 그런지 피부 수분력도 높아지고피부장벽도 튼튼해져서 인지그날만 되면 나던 뾰루지도 안나고 저는 아주 효과 보고 있어요👍..밀베아 효모 추출로 천연성분 100%으로 피부 자극없이 흡수시켜주니요즘처럼 건조하고 찬 바람 불때 효자템으로 사용해주 실 수 있어요 :)아직 에피그란 경험해보지 않으셨다면꼭 추천드려요‼️..🔛에피그란 공구는 내일까지입니다👀#에피그란공구 #에피그란할인 #밀베아 #부스터앰플 #간장앰플 #시너지앰플 #닥터그란델 #간장앰플 #에피그란앰플 #마법물약 #유주얼닷컴 #센츄리온라운지 #아메리칸익스프레스플래티늄 #centurionlounge,2019-10-16,196,The Centurion Lounge by American Express Seattle Airport,"['#마법앰플', '#에피그란저', '#에피그란공구', '#에피그란할인', '#밀베아', '#부스터앰플', '#간장앰플', '#시너지앰플', '#닥터그란델', '#간장앰플', '#에피그란앰플', '#마법물약', '#유주얼닷컴', '#센츄리온라운지', '#아메리칸익스프레스플래티늄', '#centurionlounge']"
1,"내피부를 지켜죵😚~~~마스크팩 많이써봤지만 진~~~짜 시트가 너무얇아서 밀착력이 짱 죠으당~~~ !!ㅋ미백,수분,탄력,진정.. 색색별로 욜씨미 할꺼얌~~~♡♡♡ #애덜린 #ADALINE #팩증샷 #뷰스타그램 #데일리마스크 #1일1팩 #스킨케어 #뷰스타그램 #인스타뷰티 #instabeauty #피부관리 #마스크팩 #킵쿨 #KEEPCOOL #킵쿨마스크팩 #20대 #여대생마스크팩 #파스텔마스크팩 #마스크3스텝 #마스크테라피 #부스터앰플 #마스크픽서 #마스크시너지",2016-05-07,326,,"['#애덜린', '#ADALINE', '#팩증샷', '#뷰스타그램', '#데일리마스크', '#1일1팩', '#스킨케어', '#뷰스타그램', '#인스타뷰티', '#instabeauty', '#피부관리', '#마스크팩', '#킵쿨', '#KEEPCOOL', '#킵쿨마스크팩', '#20대', '#여대생마스크팩', '#파스텔마스크팩', '#마스크3스텝', '#마스크테라피', '#부스터앰플', '#마스크픽서', '#마스크시너지']"
2,점점 늘어지는 #모공관리 를 위해!!#모공케어 하기 좋다는 #폴라초이스 제품들을 만났어용+_+순하디순해 민감피부에 딱인지라데일리템으로 쓰고 있는데요~ #부스터앰플 이랑 #스킨리커버리세럼 #리지스트슈퍼세럼 이 공동구매중이더라구요~😍 .모공이 걱정이시라면~ @j._hyoni고고해보자구요!!진정한 모찌피부가 되고프다는~♡♡...#항산화세럼 #폴라초이스공구 #예뻐지기 #데일리템 #화장품 #화장품공구 #코덕 #뷰티템 #코스메틱 #기초화장품,2018-10-16,"1,846",,"['#모공관리', '#모공케어', '#폴라초이스', '#부스터앰플', '#스킨리커버리세럼', '#리지스트슈퍼세럼', '#항산화세럼', '#폴라초이스공구', '#예뻐지기', '#데일리템', '#화장품', '#화장품공구', '#코덕', '#뷰티템', '#코스메틱', '#기초화장품']"
3,차 컬러는 이 컬러예요.. #miamiblue 일명 #스머프 ?😅💙 사놓고 안타는거 아닌지 모르게뜸....🏎#포르쉐 #차스타그램 #기다림 #끝--#10mgrx앰플 오늘 아침9시전 주문건까지 오늘바로배송합니다💌 지금부터 주문건은 6월4일에 보내드려요 🌸기다리시는만큼 많이 만족하실거예요 🙌🏻 증말루 ㅋㅋ(내일 받으시는분등 바로 써보시고 후기 부탁해요 선물이기다려요🎁다이렉트나 카카오톡에 춤추는피망 검색해서 보내주세용)아! 어제밤에두 #라방 했는데 궁금하신분들은 재방으로 보시구요 히힛 (깨알 좀비웅스터도나옴🤦🏻‍♀️)자세하게 #깐달걀피부 되는밥 설명해놓았어요 🥚--현재수량 300-400박스 정도밖에 안남았습니다🙂  #피망단독구성 과 2+2구성함께 구매하시는분들이 제일 많아요 👍🏻 특히2+2는 이번 제 공구에사 마지막으로 보실수 있습니다 놓치지 마세용용🤞🏻#춤추는피망 #피망뷰티 #앰플추천 #수분앰플 #부스터앰플#전신샷 #니트반팔 #내일오픈 #한정수량,2018-05-29,592,포르쉐 서초센터,"['#miamiblue', '#스머프', '#포르쉐', '#차스타그램', '#기다림', '#끝--', '#10mgrx앰플', '#라방', '#깐달걀피부', '#피망단독구성', '#춤추는피망', '#피망뷰티', '#앰플추천', '#수분앰플', '#부스터앰플', '#전신샷', '#니트반팔', '#내일오픈', '#한정수량']"
4,올해는 좋다고ㅋ 점쟁이가ㅋㅋㅋ진짠가? 근데.. 신경 쓸일은 겁나게 많고 난 머리가 너무 아프고눈썹이 또 일부 동그랗게 빠지고 ..😑머리도 빠지고ㅜㅜ살도 빠져가고....그래도ㅎㅎㅎㅎㅎ죽으란 법은 없나봐요ㅋㅋㅋㅋㅋㅋ1월!! 난 대박인가봐🤩새해부터ㅋㅋ#조명앰플 써보긍 넘 좋아서 #이벤트응모많은 사람들중에ㅎㅎ 내가 되었넹🙈#아이소브부스터앰플 #신제품출시이벤트#당첨 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣오늘 배송되서 도착했넹.후기 잘써서 올려야징~!!♡그냥좋타ㅋㅋㅋ예전엔 피부에 아무거나 막 바르고 다녔는뎅피부과를 다닐 생각은 전혀 없고 시간 아깝고 돈아깝고!!늙어서 이젠~ 이것저것 챙겨 바르고 신경도 쓰게되넹뭐든 꾸준해야하니~~ 너무 비싸도 안되!! 타고난 피부는 아무거나 발라도 좋은피부지만ㅋ난 아니니깐ㅋㅋㅋㅋㅋㅋㅋ꾸준하게 잘~~~ 발라보장!!!! #기분좋은밤~~~♡@_castella_#이벤트당첨#아이소브#부스터앰플#조명앰플#아크세럼#카스테라마켓#아줄렌앰플#아크앰플#홈케어#37세#울집#한밤중에#꾸준함#뭐든#1월#대박#로또나당첨되라#ㅋ#일상#아줌마다그램#워킹맘그램#곱게늙어가자#힘내자,2019-01-30,115,,"['#조명앰플', '#이벤트응모많은', '#아이소브부스터앰플', '#신제품출시이벤트', '#당첨', '#기분좋은밤~~~♡@_castella_', '#이벤트당첨', '#아이소브', '#부스터앰플', '#조명앰플', '#아크세럼', '#카스테라마켓', '#아줄렌앰플', '#아크앰플', '#홈케어', '#37세', '#울집', '#한밤중에', '#꾸준함', '#뭐든', '#1월', '#대박', '#로또나당첨되라', '#ㅋ', '#일상', '#아줌마다그램', '#워킹맘그램', '#곱게늙어가자', '#힘내자']"
5,"#스킨부스터저희 인기제품 #PNRN #재생마스크팩 시즌2💗#큐어넥스 부스터 앰플이 출시됐다는 소식!.아마도 절 아시는 분들이나상담통해서 제가 관련업에 있었다는 거. 그래서 성분 따지고 제품 선별하는데 더 꼼꼼히 살핀다는 것도요! 피부층의 손상과 회복 과정에 관련해서 관심이 참 많거든요!!.🔎요즘 스킨부스터하면 물광주사, 연어주사, 샤*주사 등 많이 들어보셨을거에요.""큐어넥스"" 는 이 부스터 성분들을 담은 병의원 전문의 메티컬브랜드에요!(이미 미백주사로 국내외에서 완전 인기!).👉🏻 PDRN (연어DNA 성분)을 기반으로, 멀티펩타이드, 히알루론산, 글루타티온 등. 재생과 미백에 촛점을 맞추었어요!!.마스크팩과 부스터앰플 모두 EWG 그린등급으로 임산부도 사용가능해요. 특별히 돈주고 케어받지 않아도 데일리케어가 가능하다는 장점!!거기에 #톡스틱 #아이스에그 조합이면 진짜 최고져!!.좋은 화장품은 사실 너무도 많아요. 하지만 특별하고 믿을 수 있어 더 보여드리고 싶은 이 마음❤.더 열심히 공부해서 빠르게 보여드릴게용!정말 피부관심에서 시작된.. 관리는 끝이없는거죠😭.#PDRN화장품#부스터앰플 #앰플추천#큐어넥스앰플 #피부과화장품#재생앰플 #재생화장품",2020-08-28,154,,"['#스킨부스터저희', '#PNRN', '#재생마스크팩', '#큐어넥스', '#톡스틱', '#아이스에그', '#PDRN화장품', '#부스터앰플', '#앰플추천', '#큐어넥스앰플', '#피부과화장품', '#재생앰플', '#재생화장품']"
6,드. 디. 어. 기다리던 그날이 오고있다. 💙1월인지 2월인지 겨울에 계약하고 그날이 언제 오나 했는데 세월 참 빠르구만요.... 웅스터 빠방이 드디어 이번주안에 우리곁으로 .. 🤩 (저건 전시되있는차예요 ㅋㅋ) 인도 받으면 쨔잔! 공개할게요 🏎ㅎ ㄷ ㄷ웅스터가 계약한 차는 색이 진짜 너무 튀어서 부담스럽지만 누나가 이뻐해주마 💚토요일에 보자 💃🏻#포르쉐 #포르쉐911 #porsche #porsche911 #carrera--#10mgrx #수분앰플 #부스터앰플 은 낼 아침8시 수량까지 29일에 출발해요! 지금 수량도 얼마 안남았고... 서둘러 고고 😍#인스타메인링크클릭 🔝#춤추는피망 #피망뷰티 #뷰티스타그램#애엄마 #인스타패션 #니트반팔은내일모레오픈해요 #한정수량 👼🏻,2018-05-28,557,포르쉐 서초센터,"['#포르쉐', '#포르쉐911', '#porsche', '#porsche911', '#carrera--', '#10mgrx', '#수분앰플', '#부스터앰플', '#인스타메인링크클릭', '#춤추는피망', '#피망뷰티', '#뷰티스타그램', '#애엄마', '#인스타패션', '#니트반팔은내일모레오픈해요', '#한정수량']"
7,"연휴 마지막 날 모두 잘 보내고 계시죵??😊길었던 연휴가 후딱 지나간 기분 저만 그런가요?😭ㅎㅎ 시댁 갔다 친정갔다 고향까지 다녀와서이제서야 쉬고 있어요ㅠㅠㅎㅎㅎ #에피그란 #캘린더앰플 1차공구 마감후 부터 연휴내내 재공구 문의가 너무 많이와서 급하게 본사수량 확인하고 짧게 #앵콜진행 하기로 했어요!!😁 .📌9일,10일 (토,일) 딱 2틀만 진행할게요 '◡' .아 참! 𖤐캘린더 앰플은 한정판으로 나온거라 이번 앵콜진행 까지만 판매하고 더이상 판매는 없어요😭 꼭꼭꼭 재진행 해달라고 하셨던 분들 이번엔 놓치지 마시구 무조건 쟁겨두세요!! ෆ토요일 11시 블로그에 결제창 링크 올릴게용💕..#온느뷰티#뷰티마켓#닥터그란델#에피그란앰플#캘린더앰플#공구#앰플추천#홈케어#피부관리#뷰티템#기초케어#앰플공구#멀티앰플#부스터앰플#에스테틱제품#화장품추천#꿀광피부",2019-02-06,126,,"['#에피그란', '#캘린더앰플', '#앵콜진행', '#온느뷰티', '#뷰티마켓', '#닥터그란델', '#에피그란앰플', '#캘린더앰플', '#공구', '#앰플추천', '#홈케어', '#피부관리', '#뷰티템', '#기초케어', '#앰플공구', '#멀티앰플', '#부스터앰플', '#에스테틱제품', '#화장품추천', '#꿀광피부']"
8,"저의 또다른 애정템 독일 명품에스테틱 브랜드 닥터그란델 제품 떼샷 💙 보기만 해도 정말 너무 든든해!!!!💪🏻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀드디어 이틀뒤!‼️24일 화요일✔️저기 왼쪽에 보이는 두가지 제품 안티스트레스(수분진정크림),에프그란(부스터 영양 앰플) 2가지 제품!대박사은품과 함께 ☺️최저공구가로 오픈합니다 👍🏻🎉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#긴글주의 🤭⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀제가 닥터그란델을 접하게된지는 일년이 훌쩍 넘었는데요 뷰티마켓 준비하면서 에스테틱 제품에 푹 빠져서 알아보던중 우연히 접하게된 정말 제피부에 많은 도움을 줬던 !!신세계를 제대로 경험하게 해준 정말 제 피부의 구세주인!!애정가득한 브랜드랍니다! 일단 저처럼 피부,화장품 쪽에서 오래 근무하셨던분들이나 에스테틱브랜드에 관심이 많은 사람들이라면 그란델 제품은 한번쯤은 꼭 써보고 싶을수 밖에 없을거라 전 생각합니다제가 말안해도 정말 엄격하고 까다로운 유명 에스테틱브랜드중 많은 상을 받았고 제품의 탁월한 효과나 효능을 전세계에서 인정받고 있는 브랜드이기에 👍🏻브랜드 자체가 일단 너무 빵빵하기에 제가 자신있게 보여드릴수 있는 이유이기도 해요 처음 접하게된 제품은  제일 유명한 그란델의 대표 베스트셀러제품 저기 갈색병! 에피그란 !부스터앰플 이거 쓰고 제가 제대로 반해서 다른라인들도 당연 궁금해지고 써보고싶고 제 직업이 화장품쪽인지라 좋은건 다써봐야하는 직업병도 있고 ㅠㅠ 정말 집에 화장품이 넘치고넘치는데도 불구하고 제품들이 너무 좋다보니 다른라인들도 써보고싶어서 이렇게 많아졌다는 한브랜드에 한두가지도 아니구 이렇게 다양한 제품을 가지고있는건 저한테는 극히 드물고 정말 별로없는 그만큼 애정하는 브랜드중 하나입니다 제가 잘사용하고 있는 제품들 정상가로 판매되고 있는 제품들을 공구가로 보여드릴수 있는건 항상 뿌듯하고 넘 설렌다는!! 사진에 보듯이 에센스,크림,마스크,앰플 전부 다 좋아요 정말루!!그치만! 다보여드리면 저야 더 좋겠지만 거기서도 딱2가지 부스터앰플,수분진정크림 을 보여드리는 진짜  이유가 있답니다!그건 오픈때 블로그에서 확인해주긔 😎⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀안써보면 정말 후회할 제품임 ❗️이미 사용하시는 분들도 굉장히 많으시고 저뿐만 아니라 워낙 효과 좋기로 유명한 제품이기에!!또 자신있게 추천해드릴순 있는건 2가지제품 모두초 예민피부,임산부,수유부 모두 가 사용가능한 천연유기농 제품이기 때문 🌿 하..또 말이 길어졌네요🤦🏻‍♀️일단 여기까지만!!! 이번엔 제가 또  제대로 보여드릴라고 몇일 밤새가면서  기초라인편🎦 동영상도 처음으로 찍었다요 💪🏻 제가 정말 자신있고좋아하는 일이기에 할수있는듯 ...울고객님들 제가 추천해드리는 제품으로  피부가 진짜 좋아졌다는 후기들이 들어올때면 정말 뿌듯하고 성취감 장난아니기에!!정말 뭔들 못하리!!! 다음주 화요일 절대 잊지 마시긔 !!!💙💙💙피부가 정말 튼튼하고 건강하게  도와주는 2가지제품들  제대로 기대해주세용! 전 또 열포스팅하러!ㅠ💻 꿀피부 🍯프로젝트편 화이팅🍀",2018-04-22,365,,['#긴글주의']
9,너무좋아서 추천드려요. 자세한 후기는 블로그 참고해주세요~#아이다코스메틱 #아이다 #부스터앰플,2021-03-09,"저 
좋아요
를 눌러보세",,"['#아이다코스메틱', '#아이다', '#부스터앰플']"
