,content,date,like,place,tags
0,⠀원래는 내일 공구오픈 예정이었던 #아이다코스메틱 버블토너와 앰플들을 조금 앞당겨 오늘 오후6시에 오픈하려해요!🤍너무너무 기다려주시는 분들이 dm으로 요청이 많아서 제가 본사에 졸랐지롱요😍😊🙏🏻⠀⠀⠀오늘 오후6시에 #유튜브 옐롱채널에 vlog와 동시에 인스타그램 프로필링크 누르시면 구매하실 수 있어요❤️❤️❤️,2020-03-18,291,"Seoul, South Korea","['#아이다코스메틱', '#유튜브']"
1,"제품 양쪽에 들고 찍으면' 아~ 곧 신제품 출시될때 됐구나ㅋㅋㅋ ' 라고생각해주세요😅어두운데서 찍어서 너무너무 아쉬운 사진🥶다음에는 노메이크업으로 찐윤광사진을한번 지대로 보여드릴께유ㅎㅎ!부활크림 출시가 코앞까지 다가왔어요 :)3월 24일! 2년전 그때 그 가격으로 다시 찾아옵니다!물론 성분적으로는 월등히 더 업드레이드 되었구요.이전 수분크림은 수분에만 포커스를 맞추었다면이번에는 진정에도 집중하여 ' 수분진정크림 ' 으로출시하였어요. 저희는 진정전문 브랜드니깐요😉이날 저희 기존 수분앰플도 함께 오픈되는데,세트구성 진짜 기대해주셔도 좋아요!24일 오전11시 오픈시, 수분앰플만 3분동안 진행되는1만원 이벤트 한번 더 진행해볼까요👀??그때 반응 너무 핫했어소..👉🏻👈🏻🔥재밌는 이벤트들 더 많이 추가해서또 공지하러 올께요. 나는야 이벤트장인🤍 #모어벨라 #수분크림 #수분진정크림 #수분앰플 #부활크림 #히알루론산앰플",2021-03-08,588,,"['#모어벨라', '#수분크림', '#수분진정크림', '#수분앰플', '#부활크림', '#히알루론산앰플']"
2,"48시간 보습 수분 앰플, 닥터자르트 바이탈 하이드라 솔루션 캡슐 앰플!💧-해조류 점액 추출물 베이스로 진한 수분감이 끈적임 없이 촉촉하고 광채나는 피부를 연출해주는 고기능 수분 앰플이에요! 하나씩 톡 뜯어 간편하게 휴대할 수 있어서언제 어디서나 빠르고 효과적으로 수분 충전이 가능해요! 💁🏻‍♂️3-레이어링 사용법으로 피부 깊숙이 흡수시켜촉촉하고 탄탄해진 피부를 경험해 보세요. 💆🏻‍♂️-📺 오는 30일 목요일 오전 7시 15분부터 65분간 홈앤쇼핑 론칭 방송에서 만나보실 수 있는데요. 홈앤쇼핑 사이트 내 미리 주문도 가능하니 놓치지 마시고 꼭 만나보시길 바랍니다. (구성 : 캡슐 앰플 3 BOX + 무료 체험분)-#닥터자르트 #drjart #홈앤쇼핑 #캡슐앰플 #수분앰플 #파란캡슐 #앰플추천 #히알루론산 #히알루론산앰플",2020-07-29,281,,"['#닥터자르트', '#drjart', '#홈앤쇼핑', '#캡슐앰플', '#수분앰플', '#파란캡슐', '#앰플추천', '#히알루론산', '#히알루론산앰플']"
3,.자꾸 건조해지는 피부를 위해정제수대신 히알루론산을 사용한다는 닥터자르트앰플을 사용하고 있어요고함량의 히알루론산과 해조류점액추출물을 베이스로 만들어 쫀쫀한 보습력은 물론 흡수도 좋아 끈적임없이 산뜻해 여름보습에 최고더라구요~^^ 아침에 일어나서까지 촉촉함이 느껴지니화장도 잘받고ㅋㅋ요런게 찐 애정템이지요ㅎ닥터자르트 캡슐 앰플은7월30일 목요일 오전 7시 15분에홈앤쇼핑에서  론칭 방송 한데요~미리 홈앤쇼핑 사이트 에서도 주문 가능하니좋은 구성에 득템하시길요ㅎㅎ 구성은 캡슐앰플 3박스+무료체험분 1개랍니다^^ #닥터자르트 #drjart #홈앤쇼핑 #캡슐앰플 #수분앰플 #파란캡슐 #앰플추천 #히알루론산 #히알루론산앰플 #관리하는여자 #보습관리 #홈케서 #육아맘,2020-07-29,"1,063",,"['#닥터자르트', '#drjart', '#홈앤쇼핑', '#캡슐앰플', '#수분앰플', '#파란캡슐', '#앰플추천', '#히알루론산', '#히알루론산앰플', '#관리하는여자', '#보습관리', '#홈케서', '#육아맘']"
4,(광고)자기 전 한캡슐이면 얼굴 전체에 수분폭탄 투하!#닥터자르트앰플 #히알루론산앰플 #앰플맛집 #수분앰플 #닥터자르트,2020-02-12,122,,"['#닥터자르트앰플', '#히알루론산앰플', '#앰플맛집', '#수분앰플', '#닥터자르트']"
5,"곧 다가올 환절기에 휴대 및 보관하면서 피부에 수분 충전 가능한 🤩“닥터자르트 바이탈 하이드라 솔루션 캡슐 앰플”🤩🤩정제수 대신 ‘고함량 5-히알루론산(6,000ppm)’을 해조류 점액 추출물 베이스로 채워 진한 수분력을 캡슐에 담아 끈적임 없이 보들보들하고 촉촉한 광채나는 물광피부가 연출됩니다!💋 캡슐안에 들어가있는 앰플을 3번 나누어 발라 흡수하면 48시간 보습 지속력과 즉각적인 피부 보습을 눈으로 확인할 수 있는데요,,😜 사실 전 피부의 수분감이 금방 날라가서 어떠한 제품들 사용해도 금방 건조해지기 마련이였는데 이 캡슐 한번으로 하루종일 촉촉하고 기름기가 아닌 물광이 촤르르 흐르는게 눈으로 보였답니다..👍🏻👍🏻 잠들기전 수분팩처럼도 사용가능해서 다음날 메이크업도 찰떡으로 잘먹는단 사실..! 저같은 수부지에게는 정말 이젠 필수템이 되어버렸는데요..👏🏻 쉽게 건조해지고 예민한 피부 가지신 분에겐 정말 강추! 🌟🌟#닥터자르트 #drjart #캡슐앰플 #수분앰플 #앰플추천 #히알루론산앰플 #바이탈하이드라솔루션캡슐앰플 #vhs앰플 #닥터자르트인생템 @drjart_kr",2020-08-30,142,"Daegu, South Korea","['#닥터자르트', '#drjart', '#캡슐앰플', '#수분앰플', '#앰플추천', '#히알루론산앰플', '#바이탈하이드라솔루션캡슐앰플', '#vhs앰플', '#닥터자르트인생템']"
6,남들 낀다는 헤어밴드 38살에 나도 껴봤어요 🤣🤣#굿밤입니다 #goodnight#어플의힘도좀빌림 #이너뷰티#아모레퍼시픽#퍼펙트큐브#콜라겐#저분피쉬콜라겐#히알루론산앰플#beauty#selfi,2020-01-10,232,,"['#굿밤입니다', '#goodnight', '#어플의힘도좀빌림', '#이너뷰티', '#아모레퍼시픽', '#퍼펙트큐브', '#콜라겐', '#저분피쉬콜라겐', '#히알루론산앰플', '#beauty', '#selfi']"
7,출장중에도 빠질 수 없는#비타세럼 #히알루론산앰플⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀알흠다운 풍경과 쏠베라의 고급진 제품의완벽한 하모니로구나아🧡⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀요즘 인스타가 점점 이상해져서쏠베라 계정을 따로 만들었어요!⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀앞으로 쏠베라 제품과 후기 등은 전용계정에 올릴 예정이랍니다⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀쏠베라 계정도 많이 팔로 해주세요😉@solvera_zenna⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#쏠베라 #쏠베라화장품 #베르디아화장품 #아르베라 #아르베라플러스 #쏠베라베리봉봉 #쏠베라광주 #쏠베라문경 #쏠베라부산 #인셀덤 #지엘 #뉴스킨 #르네셀,2020-06-25,160,문경STX리조트,"['#비타세럼', '#히알루론산앰플⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀알흠다운', '#쏠베라', '#쏠베라화장품', '#베르디아화장품', '#아르베라', '#아르베라플러스', '#쏠베라베리봉봉', '#쏠베라광주', '#쏠베라문경', '#쏠베라부산', '#인셀덤', '#지엘', '#뉴스킨', '#르네셀']"
8,"💅🏻 살롱드네일 강릉찬바람에 건조해지는 얼굴건조해지니 잔주름이 생기고안색이 칙칙해지니까..#젠트라이덴스 로 #물광피부 #꿀광피부 되야지~안받아봤으면 모를까..한번 받아보면 계속 받게됩니다😉▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️⠀🌟✌🏻두분 동시 관리 가능!!🌟📝젤제거유무, 원하는시술, 원하는시간 알려주세요.🕰예약 10:30 ~ 6:30📞033-652-4747📍입암동 금호어울림 정문 맞은편 상가⠀▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️",2020-11-14,114,강릉 살롱드네일,"['#젠트라이덴스', '#물광피부', '#꿀광피부']"
9,Liso + Delete + HA비포만 찍고 애프터는 매번 카톡으로 받는 이 정신머리를 어찌하면 좋을까요...#스킨부스터 #히알루론산앰플 #브로멜라인 #스킨플래닝 #rnliso #블랙헤드 #플래닝,2021-03-09,23,,"['#스킨부스터', '#히알루론산앰플', '#브로멜라인', '#스킨플래닝', '#rnliso', '#블랙헤드', '#플래닝']"
