,content,date,like,place,tags
0,#광고#제공상품 여러분~~광고이지만 진짜 넘 좋아용💛💛💛﻿또 인생템 하나네요✨﻿진짜 바르자마자 피부에 쏙! 흡수되는 세럼이라﻿저도 마음에 쏙 들어요!!﻿사용하면 쫀득함이 달라요><~~﻿피부 재생력에 좋다는 고함량의 달팽이 점액이랑 ﻿시카성분 모두 함유되서 피부에 뒤집어졌을때 ﻿회복시키면서 도움을 준답고해요!!﻿﻿진정효과도 좋고 가벼운 타입이라서 ﻿여행동안도 꿀템으로 꼭 챙기고 다녔어요❣ ️ ﻿﻿무거운 타입을 좋아하지 않으시는 분에게도﻿진짜 추천해 드리고 싶어요!!👍🏻 ﻿﻿這瓶精華液真ㄉ讚 吸收力超好！﻿出去玩時也特地帶上它﻿列入我的人生精華液之一ya﻿﻿﻿#썸바이미 #썸바이미세럼 #세럼#스네일세럼,2020-01-11,196,,"['#광고', '#제공상품', '#썸바이미', '#썸바이미세럼', '#세럼', '#스네일세럼']"
1,"톡! 피부를 밝히는 한방울!고농축 유자 한방울의 힘💧.#브라이트닝세럼#고농축세럼#맑은피부.자연 유래 고흥 유자추출물이 무려 82% 함유된고농축 브라이트닝 세럼으로 맑고 촉촉한 피부를가꿔주세요✨..🔎 상기 내용은 원료적 특성에 한합니다..유자 나이아신 30 데이즈 잡티 세럼.------------------------------------------.Just one drop to brighten your skin❗️A power of highly concentrated Yuja in one drop 🌟.#Brightening Serum#Highly Concentrated Serum#Flawless skin.Formulated with 82% of nature-orientedGoheung Yuja extract, this highly concentrated serum will give your skin a boost of natural radiance💖..📌 Information above refers to the Yuja extract only.Yuja Niacin 30 Days Blemish Care Serum..#썸바이미 #유자세럼 #유자앰플 #스킨케어추천 #앰플 #앰플추천#미백세럼 #미백관리 #물광피부 #스킨케어 #수분공급#화이트닝앰플 #앰플세럼 #브라이트닝 #비타민세럼#skincare #serum #vitaminserum #brightening #dailyskincare #glowserum #bestserum #premiumcosmetics #kbeauty #somebymi",2019-09-26,0,,"['#브라이트닝세럼', '#고농축세럼', '#맑은피부.자연', '#Brightening', '#Highly', '#Flawless', '#썸바이미', '#유자세럼', '#유자앰플', '#스킨케어추천', '#앰플', '#앰플추천', '#미백세럼', '#미백관리', '#물광피부', '#스킨케어', '#수분공급', '#화이트닝앰플', '#앰플세럼', '#브라이트닝', '#비타민세럼', '#skincare', '#serum', '#vitaminserum', '#brightening', '#dailyskincare', '#glowserum', '#bestserum', '#premiumcosmetics', '#kbeauty', '#somebymi']"
2,⠀⠀친구가 선물해줘서 써보는데..발림성 쫀쫀한느낌~괜찮은것같아요😘⠀#에센스추천#화장품선물#앰플세럼#친구추천찬스#친구랑데이트#좋은사람만나#디마르3#건조한피부관리#건조한피부#속건조세럼,2020-01-16,278,,"['#에센스추천', '#화장품선물', '#앰플세럼', '#친구추천찬스', '#친구랑데이트', '#좋은사람만나', '#디마르3', '#건조한피부관리', '#건조한피부', '#속건조세럼']"
3,"❤인도네시아 유투버 ‘suhaysalim’의 애정템 스네일 라인❤.전세계 피부 민감러들 여기 여기 모여라🙌🏻함께 사용하면 시너지 효과가 UP! 되는3-STEP 스킨케어 루틴을 소개합니다!.① 민감성 피부 마일드하게 클렌징 해주는[스네일 트루시카 약산성 젤 클렌저]② 건강한 피부 바탕을 만들어주는[스네일 트루시카 미라클 리페어 토너]③ 매끄러운 피부결로 케어해주는[스네일 트루시카 미라클 리페어 세럼].스네일 라인을 함께 사용하고스네일 트루시카™의 놀라운 힘을 느껴보세요💁🏻‍♀️.스네일 트루시카 미라클 리페어 시리즈.------------------------------------------.✨Indonesian Youtuber Suhaysalim’s favorite skincare, Snail Line✨.Gather up all the people with sensitive skin from all over the world❗️Here is the 3-step skincare routine that will give a synergy effect for a greater result!.① [Snail Truecica Low pH Gel Cleanser]to mildly Cleanses sensitive skin ② [Snail Truecica Miracle Repair Toner] to build up a healthy skin from the inside③ [Snail Truecica Miracle Repair Serum] to firms the skin into a smoother complexion .Use it all together and experience the miracle of Snail Truecica™💕.Snail Truecica Miracle Repair Series..#썸바이미 #스네일트루시카 #토너 #세럼 #세럼추천 #리페어세럼#육성재화장품 #약산성세안 #블랙스네일 #피부장벽강화#앰플세럼 #민감성피부 #스킨케어 #민감성피부화장품 #기초화장품 #somebymi #somebymiracle #serum #toner #cleanser #blacksnail #snailtruecica #snailserum #skinrepair #lowphcleanser #skincare #skinbarrier #koreanskincare #kbeauty",2019-11-21,0,,"['#썸바이미', '#스네일트루시카', '#토너', '#세럼', '#세럼추천', '#리페어세럼', '#육성재화장품', '#약산성세안', '#블랙스네일', '#피부장벽강화', '#앰플세럼', '#민감성피부', '#스킨케어', '#민감성피부화장품', '#기초화장품', '#somebymi', '#somebymiracle', '#serum', '#toner', '#cleanser', '#blacksnail', '#snailtruecica', '#snailserum', '#skinrepair', '#lowphcleanser', '#skincare', '#skinbarrier', '#koreanskincare', '#kbeauty']"
4,💚인생템 인증! 재구매 인증!인증을 부르는 마성의 #대용량앰플코리아나몰 품절 전 쇼핑카트에 쟁이세요🛒#앰플엔 #펩타이드샷앰플,2018-12-19,"828
님 
외 313명
이 좋아합니",,"['#대용량앰플코리아나몰', '#앰플엔', '#펩타이드샷앰플']"
5,"#제품협찬 가로감성 낭낭하게🙂층간소음으로 넘나 화나는 저녁이었지만,계절 변화를 맞아 바꾼 인테리어에 이것저것 놓아보면서 기분을 풀었어요 흑흑75ml도 금방 써버린 #연작 #전초컨센트레이트 인테리어에도 잘 어울리죠,,💛2주년을 기념해 120ml 한정판으로 출시되었는데 아마 이것도 3개월 안에 다 사용할 것 같습니다🧘🏻‍♂️✨#yunjac #도자기앰플세럼 #2주년기념 #앰플세럼 #앰플추천 #세럼추천",2020-11-04,339,,"['#제품협찬', '#연작', '#전초컨센트레이트', '#yunjac', '#도자기앰플세럼', '#2주년기념', '#앰플세럼', '#앰플추천', '#세럼추천']"
6,..아모레퍼시픽브랜드가방문판매 런칭10%적립 해준다는 소식을 듣고 #봉다리언니 한테 주문했어요~효소클렌징으로 유명한엔자임필파우더 주문했는데불필요한 각질만 제거해주니 좋네요.조밀한 거품으로 세정력도 좋고 맘에 들어요.미국 셀럽들이 극찬했다는데 역시 굿굿👍👍👍 ..#아모레퍼시픽브랜드 #설화수방판봉다리언니#앰플세럼#설화수방문판매봉다리언카톡아이디 hera9969#봉다리언니#설화수방판#헤라방판연락처 010-2415-9969,2019-05-15,789,,"['#봉다리언니', '#아모레퍼시픽브랜드', '#설화수방판봉다리언니', '#앰플세럼', '#설화수방문판매봉다리언카톡아이디', '#봉다리언니', '#설화수방판', '#헤라방판연락처']"
7,"요즘 얼굴이 갈라지다못해 아프다ㅠ건조한 피부에 좋다는 세럼 찾다가 고른건데 완전 좋네ㅋㅋ히알루론산 세럼♡진정,수분 인정!비포어랑 에프터 차이좀봐 대박.. #세럼 #골드세럼 #비세럼 #앰플세럼 #뷰애드 #세럼추천 #에센스 #여자친구선물 #수분충전 #저자극화장품 #세럼공구 #골드",2019-05-07,"1,453",,"['#세럼', '#골드세럼', '#비세럼', '#앰플세럼', '#뷰애드', '#세럼추천', '#에센스', '#여자친구선물', '#수분충전', '#저자극화장품', '#세럼공구', '#골드']"
8,"요즘 스킨케어 단계를 최소화하는 게 제 목적이자 목표인데오휘 프라임 어드밴서 앰플 세럼은 앰플, 세럼, 수분크림, 보습크림 역할을 한 번에 해주는 똑똑한 제품이래요!사진 속 쌩얼은 아침에 일어나자마자 딱 이 제품 하나만 사용하고 나가서 찍은 건데 (두 번 도포)정말 피부 겉과 속까지 쫀쫀하고 탱글하게 채워주는 느낌이에요!무색에 향이 강하지 않아 너무 제 취향인 탄력 앰플 세럼이네요!승무원분들은 물론 김태리 씨도 사용하는 프라임 어드밴서 앰플 세럼!여러분도 사용해 보시고 흔들리지 않는 아름다움 유지하세요 :) #오휘 #김태리 #승무원세럼 #앰플세럼 #오휘초록빛앰플세럼 #피부코어강화 #김태리세럼 #프라임어드밴서앰플세럼 #협찬리뷰 #김태리피부 #김태리화장품 #기초화장품 #세럼추천 #ohui",2018-10-25,"7,362",,"['#오휘', '#김태리', '#승무원세럼', '#앰플세럼', '#오휘초록빛앰플세럼', '#피부코어강화', '#김태리세럼', '#프라임어드밴서앰플세럼', '#협찬리뷰', '#김태리피부', '#김태리화장품', '#기초화장품', '#세럼추천', '#ohui']"
9,"⠀날이 갈수록 생기를 잃어가고😔부쩍 나빠진 피부 컨디션에😢 고민이였다면?⠀듬뿍 담은갈락토미세스 성분이피부를 맑고 투명하게 채워주고,💆‍♀️⠀끈적임 없는 제형이라 부담 ❌오일이나 화학성분 없이도🌿 충분한 보습효과까지!⠀냉장보관하여❄️ 사용하면모공관리에도 효과적이예요!🤩⠀구매 및 상세 정보는 제품 태그 클릭🖱!아이뷰티랩에서 만나보세요~!!⠀#앰플 #앰플추천 #앰플세럼 #앰플토너 #발효 #발효화장품#발효에센스 #에센스 #에센스추천 #에센스토너 #화장품#화장품추천 #화장품스타그램 #화장품덕후 #화장품선물#기초화장품 #기초화장품추천 #뷰티 #뷰티스타그램 #뷰티그램#뷰티팁 #뷰티꿀팁 #뷰티템 #뷰티인스타 #인스타뷰티 #뷰티덕후#아이뷰티랩 #ibeautylab",2021-03-08,6,,"['#앰플', '#앰플추천', '#앰플세럼', '#앰플토너', '#발효', '#발효화장품', '#발효에센스', '#에센스', '#에센스추천', '#에센스토너', '#화장품', '#화장품추천', '#화장품스타그램', '#화장품덕후', '#화장품선물', '#기초화장품', '#기초화장품추천', '#뷰티', '#뷰티스타그램', '#뷰티그램', '#뷰티팁', '#뷰티꿀팁', '#뷰티템', '#뷰티인스타', '#인스타뷰티', '#뷰티덕후', '#아이뷰티랩', '#ibeautylab']"
